Customer_Name,Gender,Age,City,Brand,Generation,RAM_Type,RAM_Size,Storage,Usage_Type,Buying_Power
Usman,Male,24,Karachi,HP,11th Gen,DDR5,32GB,256GB SSD,Programming,Low
Iqra,Female,35,Karachi,Lenovo,11th Gen,DDR5,8GB,512GB SSD,Gaming,Medium
Hassan,Male,40,Karachi,Acer,10th Gen,DDR5,16GB,512GB SSD,Office,Medium
Noor,Female,38,Peshawar,Acer,13th Gen,DDR5,8GB,1TB SSD,Programming,Medium
Saad,Male,29,Peshawar,HP,9th Gen,DDR5,32GB,256GB SSD,Programming,High
Ahmed,Male,36,Karachi,Lenovo,8th Gen,DDR4,16GB,1TB SSD,Gaming,High
Iqra,Female,26,Karachi,Dell,11th Gen,DDR5,8GB,512GB SSD,Business,Low
Eman,Female,21,Lahore,Acer,13th Gen,DDR5,16GB,256GB SSD,Business,Medium
Ahmed,Male,24,Islamabad,HP,13th Gen,DDR5,8GB,1TB SSD,Student,Medium
Hamza,Male,38,Karachi,Dell,8th Gen,DDR4,32GB,512GB SSD,Student,Low
Imran,Male,25,Karachi,Asus,12th Gen,DDR5,32GB,256GB SSD,Gaming,Medium
Bilal,Male,34,Lahore,Dell,10th Gen,DDR4,16GB,512GB SSD,Programming,High
Abdullah,Male,35,Peshawar,Dell,11th Gen,DDR4,8GB,1TB SSD,Programming,High
Dua,Female,20,Lahore,MSI,11th Gen,DDR5,32GB,1TB SSD,Office,Low
Usman,Male,29,Peshawar,MSI,13th Gen,DDR4,32GB,1TB SSD,Programming,Medium
Maryam,Female,36,Multan,HP,12th Gen,DDR5,32GB,1TB SSD,Student,Low
Ayesha,Female,28,Lahore,Lenovo,10th Gen,DDR5,8GB,1TB SSD,Office,High
Zubair,Male,44,Islamabad,HP,13th Gen,DDR5,32GB,512GB SSD,Programming,Low
Ahmed,Male,28,Karachi,HP,10th Gen,DDR5,32GB,1TB SSD,Business,Low
Imran,Male,43,Karachi,Acer,10th Gen,DDR4,16GB,256GB SSD,Gaming,Low
Abdullah,Male,24,Peshawar,HP,10th Gen,DDR5,16GB,256GB SSD,Office,Low
Hamza,Male,22,Peshawar,Lenovo,11th Gen,DDR5,8GB,1TB SSD,Student,High
Ayesha,Female,26,Islamabad,Lenovo,9th Gen,DDR4,32GB,256GB SSD,Office,Medium
Ayesha,Female,26,Islamabad,Dell,10th Gen,DDR5,8GB,512GB SSD,Business,Medium
Laiba,Female,45,Karachi,HP,10th Gen,DDR4,32GB,512GB SSD,Programming,Low
Eman,Female,22,Lahore,Lenovo,8th Gen,DDR5,8GB,256GB SSD,Business,Low
Saad,Male,36,Lahore,Lenovo,12th Gen,DDR5,8GB,512GB SSD,Student,Medium
Dua,Female,36,Karachi,Dell,12th Gen,DDR4,16GB,512GB SSD,Business,High
Zainab,Female,32,Peshawar,MSI,13th Gen,DDR4,16GB,1TB SSD,Student,Low
Fatima,Female,18,Islamabad,MSI,10th Gen,DDR4,32GB,1TB SSD,Office,Medium
Talha,Male,23,Lahore,Lenovo,11th Gen,DDR5,8GB,256GB SSD,Student,Medium
Kinza,Female,26,Islamabad,MSI,12th Gen,DDR4,8GB,256GB SSD,Programming,Medium
Faizan,Male,35,Lahore,MSI,11th Gen,DDR5,32GB,1TB SSD,Gaming,Low
Ahmed,Male,35,Multan,Asus,13th Gen,DDR5,16GB,512GB SSD,Business,Low
Eman,Female,41,Faisalabad,MSI,12th Gen,DDR5,32GB,1TB SSD,Office,High
Anaya,Female,35,Karachi,MSI,9th Gen,DDR4,16GB,1TB SSD,Business,Low
Saad,Male,22,Lahore,HP,13th Gen,DDR5,8GB,1TB SSD,Programming,Low
Iqra,Female,44,Peshawar,Asus,10th Gen,DDR5,16GB,512GB SSD,Programming,High
Ahmed,Male,39,Peshawar,MSI,10th Gen,DDR5,32GB,512GB SSD,Student,Medium
Umar,Male,20,Multan,HP,10th Gen,DDR5,32GB,256GB SSD,Office,Low
Maham,Female,29,Multan,Asus,10th Gen,DDR5,32GB,512GB SSD,Student,Medium
Ahmed,Male,39,Islamabad,Asus,11th Gen,DDR4,8GB,1TB SSD,Office,Low
Kinza,Female,26,Lahore,Dell,12th Gen,DDR5,32GB,256GB SSD,Business,Low
Ayesha,Female,34,Faisalabad,Dell,12th Gen,DDR4,8GB,256GB SSD,Programming,High
Usman,Male,24,Peshawar,Acer,10th Gen,DDR5,32GB,512GB SSD,Gaming,High
Hassan,Male,39,Islamabad,MSI,12th Gen,DDR5,8GB,1TB SSD,Programming,High
Talha,Male,18,Faisalabad,Dell,9th Gen,DDR5,32GB,256GB SSD,Programming,Medium
Maryam,Female,20,Multan,HP,10th Gen,DDR5,8GB,1TB SSD,Business,Medium
Noor,Female,19,Faisalabad,MSI,8th Gen,DDR5,8GB,256GB SSD,Business,High
Laiba,Female,28,Lahore,HP,9th Gen,DDR4,8GB,256GB SSD,Student,Medium
Faizan,Male,37,Karachi,Lenovo,9th Gen,DDR4,32GB,256GB SSD,Gaming,Medium
Faizan,Male,27,Multan,Lenovo,11th Gen,DDR5,32GB,1TB SSD,Office,Medium
Fatima,Female,23,Multan,HP,9th Gen,DDR5,8GB,256GB SSD,Business,Medium
Maham,Female,33,Peshawar,MSI,11th Gen,DDR5,32GB,512GB SSD,Gaming,Medium
